ID;S_CODE;NAME;REL;DATEOUT
11133;A26.19.090;Иммунохроматографическое экспресс-исследование кала на аденовирус;1;
11134;A26.19.091;Иммунохроматографическое экспресс-исследование кала на астровирус;1;
11135;A26.19.092;Иммунохроматографическое экспресс-исследование кала на энтеровирус;1;
11136;A26.19.093;Иммунохроматографическое экспресс-исследование кала на кишечную палочку (Escherichia coli);1;
11137;A26.19.094;Иммунохроматографическое экспресс-исследование кала на кампилобактерии (Campylobacter spp.);1;
11138;A26.19.095;Иммунохроматографическое экспресс-исследование кала на токсины A и B клостридии (Clostridium difficile);1;
11139;A26.19.096;Иммунохроматографическое экспресс-исследование кала на кишечные лямблии (Giardia intestinalis);1;
11140;A26.19.097;Иммунохроматографическое экспресс-исследование кала на криптоспоридии (Cryptosporidium);1;
11141;A26.19.098;Иммунохроматографическое экспресс-исследование кала на геликобактер пилори (Helicobacter pylori);1;
11142;A26.19.099;Иммунохроматографическое экспресс-исследование кала на листерии (Listeria monocytogenes);1;
11143;A26.19.100;Иммунохроматографическое экспресс-исследование кала на сальмонеллу (Salmonella spp.);1;
11144;A26.19.101;Иммунохроматографическое экспресс-исследование кала на сальмонеллу тифи (Salmonella typhi);1;
11145;A26.19.102;Молекулярно-биологическое исследование нативного препарата тканей сигмовидной/прямой кишки или парафинового блока на микобактерии туберкулеза (Mycobacterium tuberculosis complex);1;
11146;A26.19.102.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в нативном препарате тканей сигмовидной/прямой кишки или парафиновом блоке методом ПЦР;1;
11147;A26.19.103;Молекулярно-биологическое исследование нативного препарата тканей сигмовидной/прямой кишки или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG);1;
11148;A26.19.103.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате тканей сигмовидной/прямой кишки или парафиновом блоке методом ПЦР;1;
11149;A26.20.009.001;Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом захвата гибридов (HC2);1;
11150;A26.20.009.002;Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом ПЦР, качественное исследование;1;
11151;A26.20.009.003;Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом ПЦР, количественное исследование;1;
11152;A26.20.009.004;Определение ДНК и типа вируса папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом ПЦР;1;
11153;A26.20.009.005;Определение ДНК вирусов папилломы человека (Papilloma virus) 16 и 18 типов в отделяемом (соскобе) из цервикального канала методом ПЦР, качественное исследование;1;
11154;A26.20.009.006;Определение ДНК вирусов папилломы человека (Papilloma virus) 16 и 18 типов в отделяемом (соскобе) из цервикального канала методом ПЦР, количественное исследование;1;
11155;A26.20.009.007;Определение ДНК вирусов папилломы человека (Papilloma virus) низкого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом захвата гибридов (HC2);1;
11156;A26.20.009.008;Определение ДНК вирусов папилломы человека (Papilloma virus) 6 и 11 типов в отделяемом (соскобе) из цервикального канала методом ПЦР;1;
11157;A26.20.010.001;Определение ДНК вируса простого герпеса 1 и 2 типов (Herpes simplex virus types 1, 2) в отделяемом из цервикального канала;1;
11158;A26.20.011.001;Определение ДНК цитомегаловируса (Cytomegalovirus) в отделяемом из цервикального канала методом ПЦР, качественное исследование;1;
11159;A26.20.011.002;Определение ДНК цитомегаловируса (Cytomegalovirus) в отделяемом из цервикального канала методом ПЦР, количественное исследование;1;
11160;A26.20.012.001;Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом захвата гибридов (HC2);1;
11161;A26.20.012.002;Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, качественное исследование;1;
11162;A26.20.012.003;Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, количественное исследование;1;
11163;A26.20.012.004;Определение ДНК и типа вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР;1;
11164;A26.20.012.005;Определение ДНК 16 и 18 типов вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, качественное исследование;1;
11165;A26.20.012.006;Определение ДНК 16 и 18 типов вирусов папилломы человека (Papillomavirus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, количественное исследование;1;
11166;A26.20.012.007;Определение ДНК вирусов папилломы человека (Papilloma virus) низкого канцерогенного риска в отделяемом из влагалища методом захвата гибридов (HC2);1;
11167;A26.20.012.008;Определение ДНК вирусов папилломы человека (Papilloma virus) 6 и 11 типов в отделяемом из влагалища методом ПЦР;1;
11168;A26.20.013.001;Определение ДНК вируса простого герпеса 1 и 2 типов (Herpes simplex virus types 1, 2) в отделяемом из влагалища методом ПЦР;1;
11169;A26.20.014.001;Определение ДНК цитомегаловируса (Cytomegalovirus) в отделяемом из влагалища методом ПЦР, качественное исследование;1;
11170;A26.20.014.002;Определение ДНК цитомегаловируса (Cytomegalovirus) в отделяемом из влагалища методом ПЦР, количественное исследование;1;
11171;A26.20.017.001;Микроскопическое исследование отделяемого женских половых органов на трихомонады (Trichomonas vaginalis);1;
11172;A26.20.020.001;Определение ДНК хламидии трахоматис (Chlamydia trachomatis) в отделяемом слизистых оболочек женских половых органов методом ПЦР;1;
11173;A26.20.020.002;Определение РНК хламидии трахоматис (Chlamydia trachomatis) в отделяемом слизистых оболочек женских половых органов методом NASBA;1;
11174;A26.20.021;Определение антигена стрептококка группы B (S. agalactiae) в отделяемом цервикального канала;0;18.12.2020
11175;A26.20.022;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на гонококк (Neisseria gonorrhoeae);1;
11176;A26.20.022.001;Определение ДНК гонококка (Neiseria gonorrhoeae) в отделяемом слизистых оболочек женских половых органов методом ПЦР;1;
11177;A26.20.022.002;Определение РНК гонококка (Neiseria gonorrhoeae) в отделяемом слизистых оболочек женских половых органов методом NASBA;1;
11178;A26.20.025;Молекулярно-биологическое исследование отделяемого эрозивно-язвенных элементов слизистых оболочек половых органов на бледную трепонему (Treponema pallidum);1;
11179;A26.20.025.001;Определение ДНК бледной трепонемы (Treponema pallidum) в отделяемом эрозивно-язвенных элементов слизистых оболочек половых органов методом ПЦР;1;
11180;A26.20.026;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на трихомонас вагиналис (Trichomonas vaginalis);1;
11181;A26.20.026.001;Определение ДНК трихомонас вагиналис (Trichomonas vaginalis) в отделяемом слизистых оболочек женских половых органов методом ПЦР;1;
11182;A26.20.026.002;Определение РНК трихомонас вагиналис (Trichomonas vaginalis) в отделяемом слизистых оболочек женских половых органов методом NASBA;1;
11183;A26.20.027;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на микоплазму гениталиум (Mycoplasma genitalium);1;
11184;A26.20.027.001;Определение ДНК микоплазмы гениталиум (Mycoplasma genitalium) в отделяемом слизистых оболочек женских половых органов методом ПЦР;1;
11185;A26.20.027.002;Определение РНК микоплазмы гениталиум (Mycoplasma genitalium) в отделяемом слизистых оболочек женских половых органов методом NASBA;1;
11186;A26.20.028;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на микоплазму хоминис (Mycoplasma hominis);1;
11187;A26.20.028.001;Определение ДНК микоплазмы хоминис (Mycoplasma hominis) в отделяемом слизистых оболочек женских половых органов методом ПЦР, качественное исследование;1;
11188;A26.20.028.002;Определение ДНК микоплазмы хоминис (Mycoplasma hominis) в отделяемом слизистых оболочек женских половых органов методом ПЦР, количественное исследование;1;
11189;A26.20.029;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на уреаплазмы (Ureaplasma spp.);1;
11190;A26.20.029.001;Определение ДНК уреаплазм (Ureaplasma spp.) в отделяемом слизистых оболочек женских половых органов методом ПЦР, качественное исследование;1;
11191;A26.20.029.002;Определение ДНК уреаплазм (Ureaplasma spp.) в отделяемом слизистых оболочек женских половых органов методом ПЦР, количественное исследование;1;
11192;A26.20.030;Молекулярно-биологическое исследование влагалищного отделяемого на гарднереллу вагиналис (Gadnerella vaginalis);1;
11193;A26.20.030.001;Определение ДНК гарднереллы вагиналис (Gadnerella vaginalis) во влагалищном отделяемом методом ПЦР;1;
11194;A26.20.031;Молекулярно-биологическое исследование соскоба из полости матки на микобактерий туберкулеза (Mycobacterium tuberculosis complex);1;
11195;A26.20.031.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в соскобе из полости матки методом ПЦР, качественное исследование;1;
11196;A26.20.032;Молекулярно-биологическое исследование влагалищного отделяемого на микроорганизмы-маркеры бактериального вагиноза;1;
11197;A26.20.032.001;Определение ДНК Gardnerella vaginalis, Atopobium vaginae, Lactobacillus spp. и общего количества бактерий во влагалищном отделяемом методом ПЦР, количественное исследование;1;
11198;A26.20.033;Молекулярно-биологическое исследование отделяемого женских половых органов на условно-патогенные генитальные микоплазмы (Ureaplasma parvum, Ureaplasma urealyticum, Mycoplasma hominis);1;
11199;A26.20.033.001;Определение ДНК условно-патогенных генитальных микоплазм (Ureaplasma parvum, Ureaplasma urealyticum, Mycoplasma hominis) в отделяемом женских половых органов методом ПЦР, количественное исследование;1;
11200;A26.20.034;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на возбудителей инфекции передаваемые половым путем (Neisseria gonorrhoeae, Trichomonas vaginalis, Chlamydia trachomatis, Mycoplasma genitalium);1;
11201;A26.20.034.001;Определение ДНК возбудителей инфекции передаваемые половым путем (Neisseria gonorrhoeae, Trichomonas vaginalis, Chlamydia trachomatis, Mycoplasma genitalium) в отделяемом слизистых женских половых органов методом ПЦР;1;
11202;A26.20.035;Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на уреаплазмы (Ureaplasma spp.) с уточнением вида;1;
11203;A26.20.035.001;Определение ДНК уреаплазм (Ureaplasma spp.) с уточнением вида в отделяемом слизистых оболочек женских половых органов методом ПЦР;1;
11204;A26.20.036;Микроскопическое исследование влагалищного отделяемого на трихомонас вагиналис (Trichomonas vaginalis);1;
11205;A26.20.037;Молекулярно-биологическое исследование отделяемого из влагалища на Streptococcus agalactiae (SGB);1;
11206;A26.20.037.001;Определение ДНК Streptococcus agalactiae (SGB) в отделяемом из влагалища методом ПЦР, качественное исследование;1;
11207;A26.20.037.002;Определение ДНК Streptococcus agalactiae (SGB) в отделяемом из влагалища методом ПЦР, количественное исследование;1;
11208;A26.20.038;Молекулярно-биологическое исследование менструальной крови на микобактерий туберкулеза (Mycobacterium tuberculosis complex);1;
11209;A26.20.038.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в менструальной крови методом ПЦР;1;
11210;A26.20.039;Молекулярно-биологическое исследование менструальной крови для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG);1;
11211;A26.20.039.001;Определение ДНК Mycobacterium tuberculosi scomplex с дифференциацией вида (M. tuberculosis, M. bovis, M. bovis BCG) в менструальной крови методом ПЦР;1;
11212;A26.20.040;Иммунохроматографическое экспресс-исследование влагалищного отделяемого на гонококк (Neisseria gonorrhoeae);1;
11213;A26.20.041;Иммунохроматографическое экспресс-исследование отделяемого цервикального канала на хламидии (Chlamydia spp.);1;
11214;A26.20.042;Иммунохроматографическое экспресс-исследование влагалищного отделяемого на стрептококки группы B;1;
11215;A26.20.043;Молекулярно-биологическое исследование нативного препарата тканей женских половых органов или парафинового блока на Mycobacterium tuberculosis complex (микобактерии туберкулеза);1;
11216;A26.20.043.001;Определение ДНК микобактерии туберкулеза (Mycobacterium tuberculosis complex) в нативном препарате тканей женских половых органов или парафиновом блоке методом ПЦР;1;
11217;A26.20.044;Молекулярно-биологическое исследование нативного препарата тканей женских половых органов или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG);1;
11218;A26.20.044.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате тканей женских половых органов или парафиновом блоке методом ПЦР;1;
11219;A26.20.045;Микробиологическое (культуральное) исследование отделяемого женских половых органов на микобактерий туберкулеза (Mycobacterium tuberculosis);1;
11220;A26.20.045.001;Микробиологическое (культуральное) исследование отделяемого женских половых органов на плотных питательных средах на микобактерий туберкулеза (Mycobacterium tuberculosis);1;
11221;A26.20.045.002;Микробиологическое (культуральное) исследование отделяемого женских половых органов на жидких питательных средах на микобактерий туберкулеза (Mycobacterium tuberculosis);1;
11222;A26.20.046;Микроскопическое исследование отделяемого женских половых органов на микобактерий туберкулеза (Mycobacterium tuberculosis);1;
11223;A26.20.047;Молекулярно-биологическое исследование отделяемого женских половых органов на микобактерий туберкулеза (Mycobacterium tuberculosis);1;
11224;A26.20.047.001;Молекулярно-биологическое исследование отделяемого женских половых органов на микобактерий туберкулеза (Mycobacterium tuberculosis) методом ПЦР;1;
11225;A26.20.048;Молекулярно-биологическое исследование влагалищного отделяемого на грибы рода кандида (Candida spp.) с уточнением вида;1;
11226;A26.21.007.001;Определение ДНК хламидии трахоматис (Chlamydia trachomatis) в отделяемом из уретры методом ПЦР;1;
11227;A26.21.007.002;Определение РНК хламидии трахоматис (Chlamydia trachomatis) в отделяемом из уретры методом NASBA;1;
11228;A26.21.008.001;Определение ДНК вирусов папилломы человека (Papilloma virus) 6 и 11 типов в отделяемом из уретры методом ПЦР;1;
11229;A26.21.009.001;Определение ДНК вируса простого герпеса 1 и 2 типов (Herpes simplex virus types 1, 2) в отделяемом из уретры методом ПЦР;1;
11230;A26.21.010.001;Определение ДНК цитомегаловируса (Cytomegalovirus) в отделяемом из уретры методом ПЦР, качественное исследование;1;
11231;A26.21.010.002;Определение ДНК цитомегаловируса (Cytomegalovirus) в отделяемом из уретры методом ПЦР, количественное исследование;1;
11232;A26.21.017;Микробиологическое (культуральное) выявление микобактерии туберкулеза (Mycobacterium tuberculosis complex) в секрете простаты;1;
11233;A26.21.017.001;Микробиологическое (культуральное) выявление микобактерии туберкулеза на плотных питательных средах (Mycobacterium tuberculosis complex) в секрете простаты;1;
11234;A26.21.017.002;Микробиологическое (культуральное) выявление микобактерии туберкулеза на жидких питательных средах (Mycobacterium tuberculosis complex) в секрете простаты;1;
11235;A26.21.018;Микробиологическое (культуральное) выявление микобактерии туберкулеза (Mycobacterium tuberculosis complex) в эякуляте;1;
11236;A26.21.018.001;Микробиологическое (культуральное) выявление микобактерии туберкулеза на плотных питательных средах (Mycobacterium tuberculosis complex) в эякуляте;1;
11237;A26.21.018.002;Микробиологическое (культуральное) выявление микобактерии туберкулеза на жидких питательных средах (Mycobacterium tuberculosis complex) в эякуляте;1;
11238;A26.21.020;Молекулярно-биологическое исследование спермы на хламидии (Chlamidia trachomatis);1;
11239;A26.21.021;Молекулярно-биологическое исследование спермы на микоплазму гениталиум (Mycoplasma genitalium);1;
11240;A26.21.022;Молекулярно-биологическое исследование спермы на микоплазму хоминис (Mycoplasma hominis);1;
11241;A26.21.023;Молекулярно-биологическое исследование спермы на уреаплазмы (Ureaplasma urealyticum, Ureaplasma parvum);1;
11242;A26.21.023.001;Молекулярно-биологическое исследование спермы на уреаплазмы (Ureaplasma urealyticum, Ureaplasma parvum), количественное исследование;1;
11243;A26.21.024;Молекулярно-биологическое исследование спермы на гонококк (Neisseria gonorrhoeae);1;
11244;A26.21.025;Молекулярно-биологическое исследование спермы на трихомонас вагиналис (Trichomonas vaginalis);1;
11245;A26.21.026;Микробиологическое (культуральное) исследование эякулята на аэробные и факультативно-анаэробные условно-патогенные микроорганизмы;1;
11246;A26.21.027;Молекулярно-биологическое исследование отделяемого из уретры на уреаплазмы (Ureaplasma spp.) с уточнением вида;1;
11247;A26.21.027.001;Определение ДНК уреаплазм (Ureaplasma spp.) с уточнением вида в отделяемом из уретры методом ПЦР;1;
11248;A26.21.028;Молекулярно-биологическое исследование очищенных сперматозоидов для выявления РНК/ДНК вируса иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV-1);1;
11249;A26.21.028.001;Определение РНК/ДНК вируса иммунодефицита человека (ВИЧ-1, Human immunodeficiency virus HIV-1) методом ПЦР в очищенных сперматозоидах;1;
11250;A26.21.029;Молекулярно-биологическое исследование отделяемого секрета простаты на Pseudomonas aeruginosa;1;
11251;A26.21.029.001;Определение ДНК Pseudomonas aeruginosa в отделяемом секрета простаты методом ПЦР, качественное исследование;1;
11252;A26.21.029.002;Определение ДНК Pseudomonas aeruginosa в отделяемом секрета простаты методом ПЦР, количественное исследование;1;
11253;A26.21.030;Молекулярно-биологическое исследование отделяемого из уретры на трихомонас вагиналис (Trichomonas vaginalis);1;
11254;A26.21.030.001;Определение ДНК трихомонас вагиналис (Trichomonas vaginalis) в отделяемом из уретры методом ПЦР;1;
11255;A26.21.030.002;Определение РНК трихомонас вагиналис (Trichomonas vaginalis) в отделяемом из уретры методом NASBA;1;
11256;A26.21.031;Молекулярно-биологическое исследование отделяемого из уретры на микоплазму гениталиум (Mycoplasma genitalium);1;
11257;A26.21.031.001;Определение ДНК микоплазмы гениталиум (Mycoplasma genitalium) в отделяемом из уретры методом ПЦР;1;
11258;A26.21.031.002;Определение РНК микоплазмы гениталиум (Mycoplasma genitalium) в отделяемом из уретры методом NASBA;1;
11259;A26.21.032;Молекулярно-биологическое исследование отделяемого из уретры на микоплазму хоминис (Mycoplasma hominis);1;
11260;A26.21.032.001;Определение ДНК микоплазмы хоминис (Mycoplasma hominis) в отделяемом из уретры методом ПЦР, качественное исследование;1;
11261;A26.21.032.002;Определение ДНК микоплазмы хоминис (Mycoplasma hominis) в отделяемом из уретры методом ПЦР, количественное исследование;1;
11262;A26.21.033;Молекулярно-биологическое исследование отделяемого из уретры на уреаплазмы (Ureaplasma spp.);1;
11263;A26.21.033.001;Определение ДНК уреаплазм (Ureaplasma spp.) в отделяемом из уретры методом ПЦР, качественное исследование;1;
11264;A26.21.033.002;Определение ДНК уреаплазм (Ureaplasma spp.) в отделяемом из уретры методом ПЦР, количественное исследование;1;
11265;A26.21.034;Молекулярно-биологическое исследование секрета простаты на возбудители инфекции передаваемые половым путем (Neisseria gonorrhoeae, Trichomonas vaginalis, Chlamydia trachomatis, Mycoplasma genitalium);1;
11266;A26.21.034.001;Определение ДНК возбудителей инфекции передаваемые половым путем (Neisseria gonorrhoeae, Trichomonas vaginalis, Chlamydia trachomatis, Mycoplasma genitalium) в секрете простаты методом ПЦР;1;
11267;A26.21.035;Молекулярно-биологическое исследование отделяемого из уретры на условно-патогенные генитальные микоплазмы (Ureaplasma parvum, Ureaplasma urealyticum, Mycoplasma hominis);1;
11268;A26.21.035.001;Определение ДНК условно-патогенных генитальных микоплазм (Ureaplasma parvum, Ureaplasma urealyticum, Mycoplasma hominis) в отделяемом из уретры методом ПЦР, количественное исследование;1;
11269;A26.21.036;Молекулярно-биологическое исследование отделяемого из уретры на возбудителей инфекции передаваемые половым путем (Neisseria gonorrhoeae, Trichomonas vaginalis, Chlamydia trachomatis, Mycoplasma genitalium);1;
11270;A26.21.036.001;Определение ДНК возбудителей инфекции передаваемые половым путем (Neisseria gonorrhoeae, Trichomonas vaginalis, Chlamydia trachomatis, Mycoplasma genitalium) в отделяемом из уретры методом ПЦР;1;
11271;A26.21.037;Молекулярно-биологическое исследование секрета простаты на хламидию трахоматис (Chlamydia trachomatis);1;
11272;A26.21.037.001;Определение ДНК хламидии трахоматис (Chlamydia trachomatis) в секрете простаты методом ПЦР;1;
11273;A26.21.038;Молекулярно-биологическое исследование секрета простаты на гонококк (Neisseria gonorrhoeae);1;
11274;A26.21.038.001;Определение ДНК гонококка (Neisseria gonorrhoeae) в секрете простаты методом ПЦР;1;
11275;A26.21.039;Молекулярно-биологическое исследование отделяемого (серозного экссудата) эрозивно-язвенных элементов кожи и слизистых оболочек на бледную трепонему (Treponema pallidum);1;
11276;A26.21.039.001;Определение ДНК бледной трепонемы (Treponema pallidum) в отделяемом (серозного экссудата) эрозивно-язвенных элементов кожи и слизистых оболочек методом ПЦР;1;
11277;A26.21.040;Молекулярно-биологическое исследование секрета простаты на трихомонас вагиналис (Trichomonas vaginalis);1;
11278;A26.21.040.001;Определение ДНК трихомонас вагиналис (Trichomonas vaginalis) в секрете простаты методом ПЦР;1;
11279;A26.21.041;Молекулярно-биологическое исследование секрета простаты на микоплазму гениталиум (Mycoplasma genitalium);1;
11280;A26.21.041.001;Определение ДНК микоплазмы гениталиум (Mycoplasma genitalium) в секрете простаты методом ПЦР;1;
11281;A26.21.042;Молекулярно-биологическое исследование секрета простаты на микоплазму хоминис (Mycoplasma hominis);1;
11282;A26.21.042.001;Определение ДНК микоплазмы человеческой (Mycoplasma hominis) в секрете предстательной железы методом ПЦР;1;
11283;A26.21.043;Молекулярно-биологическое исследование секрета предстательной железы на уреаплазмы (Ureaplasma spp.);1;
11284;A26.21.043.001;Определение ДНК уреаплазм (Ureaplasma spp.) в секрете простаты методом ПЦР;1;
11285;A26.21.044;Молекулярно-биологическое исследование секрета простаты на грибы рода кандида (Candida spp.) с уточнением вида;1;
11286;A26.21.044.001;Определение ДНК грибов рода кандида (Candida spp.) с уточнением вида в секрете предстательной железы методом ПЦР;1;
11287;A26.21.045;Молекулярно-биологическое исследование секрета простаты на уреаплазмы (Ureaplasma spp.) с уточнением вида;1;
11288;A26.21.045.001;Определение ДНК уреаплазм (Ureaplasma spp.) с уточнением вида в секрете предстательной железы методом ПЦР;1;
11289;A26.21.046;Микроскопическое исследование отделяемого из уретры на трихомонас вагиналис (Trichomonas vaginalis);1;
11290;A26.21.047;Микробиологическое (культуральное) исследование отделяемого из уретры на трихомонас вагиналис (Trichomonas vaginalis);1;
11291;A26.21.048;Молекулярно-биологическое исследование для выявления микобактерии туберкулеза (Mycobacterium tuberculosis complex) в секрете простаты или эякуляте;1;
11292;A26.21.048.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в секрете простаты или эякуляте;1;
11293;A26.21.049;Молекулярно-биологическое исследование для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) в секрете простаты или эякуляте;1;
11294;A26.21.049.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в секрете простаты или эякуляте методом ПЦР;1;
11295;A26.21.050;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в моче (в том числе после массажа простаты);1;
11296;A26.21.051;Иммунохроматографическое экспресс-исследование отделяемого из уретры на гонококк (Neisseria gonorrhoeae);1;
11297;A26.21.052;Иммунохроматографическое экспресс-исследование отделяемого из уретры на хламидии (Chlamydia spp.);1;
11298;A26.21.053;Молекулярно-биологическое исследование нативного препарата тканей мужских половых органов или парафинового блока на микобактерии туберкулеза (Mycobacterium tuberculosis complex);1;
11299;A26.21.053.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в нативном препарате тканей мужских половых органов или парафиновом блоке методом ПЦР;1;
11300;A26.21.054;Молекулярно-биологическое исследование нативного препарата тканей мужских половых органов или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG);1;
11301;A26.21.054.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате тканей мужских половых органов или парафиновом блоке методом ПЦР;1;
11302;A26.21.055;Молекулярно-биологическое исследование отделяемого из уретры на грибы рода кандида (Candida spp.) с уточнением вида;1;
11303;A26.22.001;Молекулярно-биологическое исследование нативного препарата тканей желез внутренней секреции или парафинового блока на микобактерии туберкулеза (Mycobacterium tuberculosis complex);1;
11304;A26.22.001.001;Определение ДНК Mycobacterium tuberculosis complex (микобактерий туберкулеза) в нативном препарате тканей желез внутренней секреции или парафиновом блоке методом ПЦР;1;
11305;A26.22.002;Молекулярно-биологическое исследование нативного препарата тканей желез внутренней секреции или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG);1;
11306;A26.22.002.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате тканей желез внутренней секреции или парафиновом блоке методом ПЦР;1;
11307;A26.23.004.001;Микробиологическое (культуральное) исследование спинномозговой жидкости на плотных питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex);1;
11308;A26.23.004.002;Микробиологическое (культуральное) исследование спинномозговой жидкости на жидких питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex);1;
11309;A26.23.008.001;Определение ДНК вируса простого герпеса 1 и 2 типов (Herpes simplex virus types 1, 2) в спинномозговой жидкости методом ПЦР;1;
11310;A26.23.009.001;Определение ДНК цитомегаловируса (Cytomegalovirus) в спинномозговой жидкости методом ПЦР, качественное исследование;1;
11311;A26.23.009.002;Определение ДНК цитомегаловируса (Cytomegalovirus) в спинномозговой жидкости методом ПЦР, количественное исследование;1;
11312;A26.23.010.001;Определение ДНК вируса Эпштейна-Барр (virus Epstein-Barr) в спинномозговой жидкости методом ПЦР, качественное исследование;1;
11313;A26.23.010.002;Определение ДНК вируса Эпштейна-Барр (virus Epstein-Barr) в спинномозговой жидкости методом ПЦР, количественное исследование;1;
11314;A26.23.011.001;Определение ДНК вирусаветряной оспы и опоясывающего лишая (Varicella-Zoster virus) в спинномозговой жидкости методом ПЦР;1;
11315;A26.23.012.001;Определение антигена грибов рода Криптококкус (Cryptococcus spp.) в спинномозговой жидкости;1;
11316;A26.23.015;Молекулярно-биологическое исследование спинномозговой жидкости на парвовирус B19 (Parvovirus B19);1;
11317;A26.23.015.001;Определение ДНК парвовируса B19 (Parvovirus B19) в спинномозговой жидкости методом ПЦР, качественное исследование;1;
11318;A26.23.015.002;Определение ДНК парвовируса B19 (Parvovirus B19) в спинномозговой жидкости методом ПЦР, количественное исследование;1;
